VBELN,AUART,KUNNR,MATNR,KWMENG,NETWR,WADAT,WERKS,GBSTA,ERDAT
SO-78294681,OR,CUST-1064,MAT-CG-10018,86,7198419.45,2026-12-12,PL-MUM,B,2026-03-23
SO-29860461,RO,CUST-1029,MAT-CG-10017,29,1903719.27,2026-10-26,PL-HYD,B,2026-06-06
SO-77893186,OR,CUST-1053,MAT-CG-10007,140,4262388.76,2026-12-16,PL-JAI,A,2026-03-23
SO-31803062,RO,CUST-1062,MAT-CG-10006,64,1525714.81,2027-02-16,PL-DEL,A,2026-07-25
SO-68004568,OR,CUST-1054,MAT-CG-10028,105,665100.02,2026-09-07,PL-KOL,A,2026-06-24
SO-75299603,OR,CUST-1051,MAT-CG-10020,62,7511384.47,2026-12-12,PL-AHM,A,2026-03-30
SO-55112093,OR,CUST-1077,MAT-CG-10016,44,2087865.38,2026-12-05,PL-DEL,A,2026-07-12
SO-30138866,RO,CUST-1055,MAT-CG-10006,4,89668.25,2026-09-23,PL-BLR,A,2026-08-22
SO-14386856,OR,CUST-1038,MAT-CG-10031,47,928628.19,2026-12-02,PL-KOL,C,2025-11-04
SO-32175662,OR,CUST-1043,MAT-CG-10006,12,254302.93,2027-01-27,PL-DEL,A,2025-10-13
SO-32808207,OR,CUST-1063,MAT-CG-10001,51,189348.52,2027-01-29,PL-CHE,B,2025-11-27
SO-28604725,OR,CUST-1060,MAT-CG-10005,74,1298909.67,2026-11-05,PL-BLR,C,2025-08-30
SO-76627763,RO,CUST-1029,MAT-CG-10033,26,461555.17,2026-09-08,PL-AHM,A,2025-09-17
SO-70734656,OR,CUST-1066,MAT-CG-10011,123,9176563.92,2027-02-14,PL-AHM,B,2026-04-25
SO-99423281,OR,CUST-1027,MAT-CG-10051,81,2409144.34,2026-10-08,PL-BLR,A,2026-07-14
SO-29821270,OR,CUST-1058,MAT-CG-10004,32,317683.71,2026-09-18,PL-CHE,A,2025-09-05
SO-42112135,CS,CUST-1062,MAT-CG-10021,150,21960266.63,2026-10-01,PL-NGP,C,2025-10-27
SO-73515624,CS,CUST-1005,MAT-CG-10020,55,6458124.38,2026-12-09,PL-HYD,A,2026-07-21
SO-43847289,OR,CUST-1024,MAT-CG-10004,10,109270.27,2026-12-27,PL-AHM,C,2026-03-11
SO-53876873,CS,CUST-1091,MAT-CG-10029,36,306328.63,2026-11-19,PL-JAI,C,2026-05-21
SO-43635013,OR,CUST-1012,MAT-CG-10001,44,172473.15,2026-11-24,PL-BLR,A,2026-06-13
SO-91057016,OR,CUST-1036,MAT-CG-10016,133,6832661.48,2026-10-16,PL-AHM,A,2026-08-19
SO-56031713,RO,CUST-1048,MAT-CG-10041,94,6700226.31,2026-09-26,PL-PUN,B,2026-05-12
SO-54629799,CS,CUST-1085,MAT-CG-10014,39,1129227.98,2027-01-07,PL-CHE,B,2026-02-04
SO-68376344,CS,CUST-1006,MAT-CG-10034,52,1352833.41,2027-01-29,PL-NGP,A,2025-11-21
SO-15974522,OR,CUST-1043,MAT-CG-10049,118,1698424.44,2027-01-28,PL-DEL,B,2026-01-22
SO-40996944,OR,CUST-1076,MAT-CG-10030,148,1796155.93,2026-11-06,PL-CHE,C,2026-08-04
SO-44110350,OR,CUST-1034,MAT-CG-10015,150,4962175.2,2026-10-28,PL-MUM,A,2026-01-05
SO-10302045,OR,CUST-1007,MAT-CG-10016,103,5327200.08,2026-11-09,PL-NGP,B,2026-01-22
SO-95901983,OR,CUST-1099,MAT-CG-10002,130,714816.01,2026-09-13,PL-PUN,B,2026-05-06
SO-48595265,OR,CUST-1031,MAT-CG-10035,143,6514402.51,2026-12-08,PL-NGP,C,2026-03-08
SO-98060591,OR,CUST-1002,MAT-CG-10012,141,14198897.0,2026-09-20,PL-KOL,C,2026-04-20
SO-23349287,OR,CUST-1096,MAT-CG-10031,7,133753.46,2026-10-13,PL-CHE,C,2026-04-14
SO-67237068,OR,CUST-1094,MAT-CG-10027,43,5672283.79,2026-09-24,PL-CHE,A,2025-11-19
SO-95768162,OR,CUST-1010,MAT-CG-10045,142,1190135.01,2026-10-01,PL-MUM,A,2026-07-21
SO-34021010,OR,CUST-1098,MAT-CG-10050,71,1582450.11,2026-10-01,PL-NGP,B,2025-12-28
SO-74591190,CS,CUST-1079,MAT-CG-10033,33,553222.32,2026-09-21,PL-KOL,A,2026-02-24
SO-35407437,RO,CUST-1033,MAT-CG-10012,101,10226305.86,2027-02-05,PL-DEL,A,2026-06-01
SO-31520447,RO,CUST-1089,MAT-CG-10010,89,5686006.51,2026-12-31,PL-KOL,A,2026-03-02
SO-23900847,RO,CUST-1100,MAT-CG-10025,112,6774116.61,2026-10-24,PL-BLR,A,2025-10-10
SO-88699165,CS,CUST-1090,MAT-CG-10041,125,8567296.47,2026-10-28,PL-PUN,B,2026-01-01
SO-96238565,OR,CUST-1026,MAT-CG-10025,84,5140276.05,2026-09-09,PL-PUN,A,2026-08-22
SO-12297985,CS,CUST-1048,MAT-CG-10037,92,8604268.02,2026-12-15,PL-MUM,A,2025-12-29
SO-22881862,RO,CUST-1067,MAT-CG-10006,36,814737.83,2026-09-29,PL-JAI,A,2025-12-24
SO-84035112,CS,CUST-1098,MAT-CG-10032,143,3660822.9,2027-02-06,PL-MUM,C,2026-03-14
SO-82085863,OR,CUST-1038,MAT-CG-10016,81,3685761.32,2026-09-27,PL-MUM,A,2025-09-17
SO-60946520,OR,CUST-1036,MAT-CG-10009,68,3543409.57,2026-12-14,PL-DEL,B,2026-02-18
SO-51390751,CS,CUST-1039,MAT-CG-10005,129,2202484.66,2026-09-06,PL-CHE,A,2026-05-21
SO-28444834,RO,CUST-1078,MAT-CG-10046,25,272533.03,2026-09-25,PL-KOL,A,2026-07-06
SO-52723076,OR,CUST-1024,MAT-CG-10017,87,5508017.24,2027-01-27,PL-DEL,A,2026-07-29
SO-83847719,RO,CUST-1011,MAT-CG-10018,81,6637336.18,2027-01-18,PL-JAI,C,2025-11-17
SO-98301804,OR,CUST-1013,MAT-CG-10020,143,18054925.68,2026-09-10,PL-CHE,B,2026-07-07
SO-46111036,CS,CUST-1007,MAT-CG-10043,87,370743.57,2026-09-24,PL-JAI,A,2026-06-30
SO-72978060,OR,CUST-1052,MAT-CG-10031,12,223452.2,2026-11-06,PL-BLR,B,2025-11-09
SO-21007045,OR,CUST-1022,MAT-CG-10051,65,1917773.28,2027-01-23,PL-DEL,C,2026-08-15
SO-27000208,OR,CUST-1095,MAT-CG-10031,57,1122333.9,2027-02-21,PL-NGP,A,2026-01-27
SO-46683639,RO,CUST-1094,MAT-CG-10001,135,550508.3,2026-10-18,PL-PUN,B,2026-04-24
SO-38320949,RO,CUST-1086,MAT-CG-10004,112,1154671.87,2027-01-13,PL-CHE,A,2026-06-15
SO-87622366,OR,CUST-1035,MAT-CG-10026,107,10138171.75,2026-10-01,PL-AHM,A,2025-09-26
SO-10194969,OR,CUST-1052,MAT-CG-10039,129,4396919.96,2026-11-03,PL-BLR,B,2026-05-21
SO-26103071,CS,CUST-1032,MAT-CG-10042,150,425864.79,2026-09-10,PL-HYD,A,2026-07-31
SO-62978256,OR,CUST-1028,MAT-CG-10047,20,154011.73,2026-09-28,PL-JAI,A,2025-09-24
SO-11846825,OR,CUST-1014,MAT-CG-10014,30,809223.12,2026-12-23,PL-BLR,A,2025-09-26
SO-59493703,OR,CUST-1053,MAT-CG-10051,33,1001046.05,2027-01-10,PL-CHE,B,2025-09-18
SO-37753738,OR,CUST-1046,MAT-CG-10013,39,767429.6,2027-02-17,PL-HYD,B,2025-12-16
SO-16567733,OR,CUST-1001,MAT-CG-10018,113,8792706.71,2026-10-10,PL-MUM,A,2026-01-01
SO-37358925,OR,CUST-1015,MAT-CG-10034,76,2095164.66,2026-10-06,PL-CHE,A,2026-05-25
SO-73516387,RO,CUST-1009,MAT-CG-10028,5,32172.26,2026-11-28,PL-CHE,C,2026-05-01
SO-46992495,OR,CUST-1050,MAT-CG-10029,53,441303.91,2026-12-31,PL-HYD,B,2026-06-16
SO-96600010,OR,CUST-1050,MAT-CG-10002,62,323083.87,2027-01-19,PL-NGP,C,2026-06-10
SO-59772507,RO,CUST-1033,MAT-CG-10008,70,2955839.1,2026-11-08,PL-NGP,A,2026-01-29
SO-86122371,OR,CUST-1031,MAT-CG-10002,18,103026.18,2026-11-03,PL-HYD,C,2025-11-12
SO-81124566,OR,CUST-1081,MAT-CG-10040,149,7241395.24,2027-01-13,PL-MUM,A,2026-08-13
SO-66334691,RO,CUST-1044,MAT-CG-10021,143,19661069.86,2026-10-19,PL-BLR,A,2026-03-20
SO-43711159,CS,CUST-1035,MAT-CG-10047,110,884701.68,2027-02-07,PL-AHM,C,2025-10-19
SO-57900630,OR,CUST-1049,MAT-CG-10037,146,13325628.2,2026-10-20,PL-HYD,A,2026-07-31
SO-73268066,OR,CUST-1069,MAT-CG-10022,93,18687054.94,2026-10-28,PL-AHM,B,2026-08-15
SO-23850251,RO,CUST-1018,MAT-CG-10045,21,158772.27,2026-09-11,PL-HYD,B,2026-01-24
SO-23772773,CS,CUST-1071,MAT-CG-10035,20,853177.23,2026-10-04,PL-HYD,C,2026-05-06
SO-22999817,OR,CUST-1033,MAT-CG-10014,96,2468146.67,2027-01-28,PL-AHM,A,2026-04-02
SO-38062838,OR,CUST-1044,MAT-CG-10042,117,370679.86,2027-02-03,PL-DEL,A,2026-04-17
SO-94437310,OR,CUST-1006,MAT-CG-10051,139,4274540.99,2026-11-09,PL-NGP,A,2025-09-21
SO-75706214,OR,CUST-1053,MAT-CG-10049,3,48775.86,2026-09-25,PL-DEL,B,2025-10-29
SO-47268231,OR,CUST-1055,MAT-CG-10015,149,5438516.79,2026-11-30,PL-PUN,B,2025-09-01
SO-23087728,CS,CUST-1074,MAT-CG-10011,8,572541.7,2026-11-09,PL-HYD,A,2026-06-04
SO-34077528,OR,CUST-1027,MAT-CG-10015,13,442472.74,2026-11-14,PL-PUN,A,2025-09-19
SO-93033289,OR,CUST-1005,MAT-CG-10029,59,480553.82,2026-10-22,PL-KOL,C,2026-03-23
SO-30660064,CS,CUST-1009,MAT-CG-10044,112,679380.51,2026-10-10,PL-PUN,B,2026-08-20
SO-14715002,RO,CUST-1023,MAT-CG-10011,97,7627704.28,2026-12-16,PL-DEL,A,2026-06-04
SO-30634593,OR,CUST-1014,MAT-CG-10014,20,546635.24,2027-02-26,PL-BLR,A,2025-11-30
SO-81251601,RO,CUST-1075,MAT-CG-10046,144,1652643.25,2026-12-24,PL-BLR,B,2025-11-24
SO-38935675,OR,CUST-1055,MAT-CG-10043,147,629661.6,2026-12-22,PL-CHE,A,2026-04-12
SO-12688078,OR,CUST-1052,MAT-CG-10039,56,1831373.61,2027-01-15,PL-PUN,A,2025-10-30
SO-17219866,OR,CUST-1095,MAT-CG-10008,34,1437708.43,2026-09-28,PL-NGP,B,2026-02-02
SO-28148672,OR,CUST-1067,MAT-CG-10042,150,428819.06,2026-10-29,PL-BLR,A,2026-07-29
SO-19955322,OR,CUST-1069,MAT-CG-10033,141,2456675.0,2026-11-25,PL-NGP,B,2026-07-07
SO-54570467,RO,CUST-1018,MAT-CG-10017,68,4454193.05,2026-09-11,PL-AHM,B,2026-05-10
SO-95395947,OR,CUST-1067,MAT-CG-10009,58,2939751.03,2026-12-22,PL-DEL,B,2025-10-03
SO-53196957,OR,CUST-1022,MAT-CG-10035,22,970076.95,2026-11-25,PL-MUM,A,2026-08-18
SO-99238969,CS,CUST-1004,MAT-CG-10050,8,188577.63,2026-09-07,PL-DEL,A,2026-05-31
SO-21090760,CS,CUST-1025,MAT-CG-10049,22,338498.0,2026-09-25,PL-PUN,B,2025-09-26
SO-94670720,CS,CUST-1078,MAT-CG-10024,16,531002.49,2026-10-08,PL-KOL,A,2026-02-10
SO-77648431,CS,CUST-1038,MAT-CG-10044,31,186016.7,2026-11-05,PL-BLR,A,2025-11-17
SO-82479365,OR,CUST-1037,MAT-CG-10010,149,9461748.88,2026-09-19,PL-BLR,A,2026-03-29
SO-52159618,OR,CUST-1061,MAT-CG-10033,12,194305.46,2026-12-20,PL-PUN,A,2026-08-01
SO-10375217,CS,CUST-1034,MAT-CG-10039,14,496517.14,2026-12-05,PL-KOL,C,2026-03-02
SO-79241678,OR,CUST-1068,MAT-CG-10006,94,2006699.86,2026-12-05,PL-JAI,A,2026-04-25
SO-46159501,RO,CUST-1030,MAT-CG-10027,40,5912817.74,2026-12-03,PL-MUM,A,2026-03-18
SO-60375339,CS,CUST-1006,MAT-CG-10011,149,11507286.66,2026-09-10,PL-PUN,A,2026-01-27
SO-65053892,RO,CUST-1079,MAT-CG-10014,63,1751773.98,2027-02-05,PL-KOL,A,2025-10-08
SO-34798930,OR,CUST-1009,MAT-CG-10050,136,2865441.22,2026-09-12,PL-DEL,B,2026-04-16
SO-84597332,RO,CUST-1095,MAT-CG-10034,33,804477.2,2027-02-07,PL-CHE,C,2026-05-25
SO-76900453,OR,CUST-1067,MAT-CG-10036,123,7047024.69,2026-10-18,PL-NGP,C,2026-07-22
SO-42511183,OR,CUST-1087,MAT-CG-10026,70,6457114.44,2027-02-25,PL-AHM,B,2025-09-10
SO-80024539,RO,CUST-1083,MAT-CG-10019,45,4220521.59,2026-11-17,PL-AHM,A,2026-06-03
SO-66344563,CS,CUST-1017,MAT-CG-10002,64,340714.59,2027-01-13,PL-AHM,A,2026-07-01
SO-21028439,OR,CUST-1006,MAT-CG-10020,66,8252553.82,2026-11-13,PL-AHM,A,2026-02-23
SO-49005267,OR,CUST-1024,MAT-CG-10049,97,1476343.28,2026-10-28,PL-KOL,A,2025-11-18
SO-49437611,OR,CUST-1094,MAT-CG-10044,49,265224.79,2026-09-21,PL-PUN,B,2026-03-19
SO-49003774,RO,CUST-1074,MAT-CG-10027,73,10747779.46,2027-01-13,PL-NGP,A,2026-04-30
SO-59442025,OR,CUST-1072,MAT-CG-10047,29,236803.38,2027-01-10,PL-BLR,A,2026-03-07
SO-72502873,RO,CUST-1090,MAT-CG-10047,36,268667.67,2027-02-23,PL-KOL,A,2026-03-28
SO-49107858,OR,CUST-1027,MAT-CG-10044,16,98123.0,2026-10-23,PL-KOL,A,2025-11-27
SO-26398778,OR,CUST-1094,MAT-CG-10017,82,4938250.29,2026-10-06,PL-DEL,A,2026-07-06
SO-80626900,OR,CUST-1093,MAT-CG-10046,118,1335583.21,2026-10-01,PL-NGP,A,2025-10-17
SO-89633754,OR,CUST-1081,MAT-CG-10013,63,1328123.11,2027-01-04,PL-HYD,A,2026-01-28
SO-40295304,OR,CUST-1053,MAT-CG-10042,84,263726.6,2026-09-19,PL-DEL,B,2025-12-08
SO-62256420,OR,CUST-1060,MAT-CG-10032,85,2367852.94,2026-12-13,PL-NGP,C,2025-11-28
SO-34807303,OR,CUST-1004,MAT-CG-10001,4,16794.02,2026-09-07,PL-JAI,A,2026-03-05
SO-25034348,RO,CUST-1017,MAT-CG-10050,108,2537276.6,2027-01-12,PL-MUM,A,2025-09-05
SO-73387410,CS,CUST-1090,MAT-CG-10025,87,5041532.93,2026-11-11,PL-JAI,A,2026-01-23
SO-62581326,OR,CUST-1079,MAT-CG-10001,56,228842.72,2026-10-04,PL-MUM,A,2026-03-17
SO-26532086,RO,CUST-1082,MAT-CG-10039,20,698646.79,2026-11-12,PL-DEL,B,2026-03-27
SO-63284724,RO,CUST-1062,MAT-CG-10015,61,2120004.64,2026-09-06,PL-JAI,A,2026-01-27
SO-31163196,OR,CUST-1078,MAT-CG-10013,45,938772.84,2026-10-07,PL-DEL,A,2026-01-04
SO-55324613,OR,CUST-1010,MAT-CG-10018,87,6445577.19,2026-09-09,PL-CHE,A,2025-11-30
SO-15751690,OR,CUST-1081,MAT-CG-10035,106,4255592.62,2026-11-25,PL-HYD,B,2026-02-02
SO-16222119,RO,CUST-1089,MAT-CG-10028,113,678096.17,2026-10-02,PL-AHM,A,2026-08-02
SO-79827653,OR,CUST-1047,MAT-CG-10013,16,324113.39,2027-02-02,PL-DEL,A,2026-02-07
SO-19754865,OR,CUST-1096,MAT-CG-10010,118,7202911.69,2026-10-14,PL-HYD,A,2026-03-02
SO-67685899,RO,CUST-1071,MAT-CG-10023,15,4156367.66,2027-01-24,PL-DEL,B,2025-10-07
SO-85345921,CS,CUST-1019,MAT-CG-10032,110,2928319.94,2027-01-12,PL-CHE,A,2026-08-03
SO-50803020,RO,CUST-1001,MAT-CG-10008,63,2697697.87,2026-12-23,PL-HYD,A,2026-03-24
SO-99537557,RO,CUST-1095,MAT-CG-10016,124,6358915.95,2026-10-04,PL-AHM,A,2026-05-07
SO-92477940,CS,CUST-1016,MAT-CG-10015,97,3232408.37,2027-02-17,PL-KOL,B,2025-09-04
SO-91293269,OR,CUST-1065,MAT-CG-10045,6,46260.73,2027-01-22,PL-JAI,C,2026-07-21
SO-87052719,OR,CUST-1003,MAT-CG-10019,75,7077350.72,2026-12-24,PL-CHE,B,2026-05-31
SO-93721739,CS,CUST-1054,MAT-CG-10026,148,15068542.88,2027-01-24,PL-AHM,C,2026-03-25
SO-22033247,RO,CUST-1038,MAT-CG-10036,118,6712772.95,2026-12-02,PL-JAI,B,2025-10-01
SO-29720859,OR,CUST-1073,MAT-CG-10037,65,5627147.91,2026-09-05,PL-NGP,A,2025-11-05
SO-33504699,OR,CUST-1014,MAT-CG-10040,51,2371004.95,2026-10-27,PL-CHE,A,2026-01-15
SO-85141628,OR,CUST-1053,MAT-CG-10026,146,14577117.99,2026-09-05,PL-NGP,B,2026-06-05
SO-71361861,OR,CUST-1004,MAT-CG-10026,32,3203597.63,2026-10-14,PL-HYD,A,2025-11-09
SO-79792383,RO,CUST-1029,MAT-CG-10047,60,465299.09,2027-02-16,PL-JAI,A,2025-09-25
SO-28592250,CS,CUST-1072,MAT-CG-10016,135,6798249.34,2026-11-11,PL-MUM,A,2026-01-27
SO-29120157,CS,CUST-1073,MAT-CG-10043,32,145812.62,2026-11-26,PL-MUM,B,2026-06-09
SO-83081609,CS,CUST-1019,MAT-CG-10026,93,9046676.1,2026-11-07,PL-DEL,B,2026-02-09
SO-56267189,OR,CUST-1081,MAT-CG-10037,98,8446377.45,2026-10-25,PL-MUM,B,2025-12-20
SO-29557879,OR,CUST-1068,MAT-CG-10028,27,167219.26,2026-11-25,PL-DEL,A,2026-05-17
SO-63508647,RO,CUST-1020,MAT-CG-10050,70,1514147.21,2026-11-18,PL-NGP,A,2025-10-07
SO-32044652,OR,CUST-1097,MAT-CG-10003,9,67970.86,2026-09-01,PL-NGP,B,2025-10-20
SO-18402695,OR,CUST-1015,MAT-CG-10026,101,10375744.67,2026-12-08,PL-NGP,A,2026-07-16
SO-92126467,OR,CUST-1004,MAT-CG-10006,51,1072504.42,2026-09-16,PL-AHM,B,2026-07-26
SO-20751435,OR,CUST-1081,MAT-CG-10040,73,3601832.24,2026-11-21,PL-MUM,B,2026-01-27
SO-94495057,RO,CUST-1026,MAT-CG-10050,47,1109206.71,2026-12-22,PL-AHM,C,2026-06-11
SO-39596454,CS,CUST-1036,MAT-CG-10004,96,973180.5,2027-01-04,PL-PUN,B,2025-10-21
SO-31785186,OR,CUST-1092,MAT-CG-10019,102,9921839.89,2026-10-05,PL-AHM,B,2025-09-14
SO-56244783,OR,CUST-1072,MAT-CG-10009,37,2053800.53,2027-01-03,PL-PUN,B,2026-07-30
SO-90771986,OR,CUST-1099,MAT-CG-10011,146,11626083.23,2026-09-05,PL-AHM,B,2025-09-12
SO-19013806,OR,CUST-1026,MAT-CG-10035,69,2845004.23,2026-10-29,PL-DEL,A,2026-03-16
SO-37195004,OR,CUST-1052,MAT-CG-10023,45,12333651.55,2027-01-17,PL-DEL,B,2026-08-18
SO-23644112,OR,CUST-1078,MAT-CG-10014,44,1156829.22,2026-12-06,PL-DEL,A,2026-01-19
SO-99876603,OR,CUST-1017,MAT-CG-10016,133,6437444.63,2027-01-17,PL-JAI,A,2026-02-12
SO-39293518,OR,CUST-1010,MAT-CG-10008,50,2168940.56,2027-01-17,PL-CHE,A,2026-04-10
SO-32641668,RO,CUST-1042,MAT-CG-10038,14,269873.34,2026-12-10,PL-CHE,B,2026-08-01
SO-46962459,OR,CUST-1007,MAT-CG-10007,112,3177831.8,2026-10-22,PL-CHE,A,2026-02-01
SO-24533446,OR,CUST-1060,MAT-CG-10031,138,2640370.42,2027-01-05,PL-NGP,A,2026-05-20
SO-31673067,CS,CUST-1012,MAT-CG-10005,5,91035.13,2027-01-28,PL-NGP,A,2026-07-02
SO-45044029,RO,CUST-1054,MAT-CG-10041,51,3549611.37,2027-01-17,PL-KOL,C,2025-12-15
SO-41388763,OR,CUST-1030,MAT-CG-10051,114,3700737.04,2027-01-16,PL-HYD,A,2025-12-03
SO-52740512,OR,CUST-1004,MAT-CG-10012,141,13531788.74,2027-01-24,PL-PUN,C,2026-08-12
SO-95449737,OR,CUST-1052,MAT-CG-10032,141,3784145.72,2026-09-30,PL-PUN,B,2025-08-30
SO-76634324,OR,CUST-1052,MAT-CG-10004,105,1102354.25,2026-10-07,PL-MUM,A,2026-08-22
SO-29277622,OR,CUST-1085,MAT-CG-10025,140,8500224.06,2026-10-16,PL-HYD,C,2026-02-26
SO-21568108,OR,CUST-1087,MAT-CG-10021,42,6526828.45,2026-12-02,PL-MUM,A,2025-11-20
SO-45555431,OR,CUST-1073,MAT-CG-10029,28,229146.6,2026-09-18,PL-NGP,C,2026-05-26
SO-28621916,OR,CUST-1073,MAT-CG-10005,148,2523699.36,2026-12-25,PL-JAI,A,2025-11-11
SO-46039806,OR,CUST-1056,MAT-CG-10038,138,2887378.11,2027-01-16,PL-CHE,B,2026-08-15
SO-15071837,OR,CUST-1005,MAT-CG-10011,34,2770385.41,2027-02-24,PL-HYD,C,2025-11-19
SO-78096871,OR,CUST-1083,MAT-CG-10028,66,398040.03,2027-02-02,PL-KOL,C,2025-10-15
SO-94492211,OR,CUST-1083,MAT-CG-10033,143,2330478.72,2026-11-27,PL-PUN,C,2025-11-17
SO-14804924,CS,CUST-1084,MAT-CG-10033,119,2041633.06,2026-11-30,PL-BLR,A,2025-11-18
SO-62411510,OR,CUST-1026,MAT-CG-10026,116,11450480.28,2027-02-15,PL-BLR,A,2025-10-12
SO-61062905,OR,CUST-1079,MAT-CG-10029,72,581754.48,2027-02-07,PL-PUN,B,2025-10-15
SO-61603280,RO,CUST-1020,MAT-CG-10035,128,5778560.27,2027-01-25,PL-AHM,B,2025-12-12
SO-27379520,OR,CUST-1067,MAT-CG-10046,41,445560.22,2027-01-04,PL-MUM,C,2025-11-24
SO-10087862,OR,CUST-1083,MAT-CG-10021,136,19214802.4,2027-02-07,PL-HYD,A,2026-07-28
SO-14012808,CS,CUST-1047,MAT-CG-10045,70,569315.55,2026-12-08,PL-AHM,C,2025-10-10
SO-86395856,OR,CUST-1004,MAT-CG-10022,118,24856478.35,2026-10-12,PL-CHE,B,2026-05-25
SO-60268472,OR,CUST-1033,MAT-CG-10050,89,1909012.16,2027-01-12,PL-AHM,B,2025-10-24
SO-28838016,OR,CUST-1079,MAT-CG-10026,52,4958997.52,2027-02-10,PL-HYD,C,2026-06-16
SO-87316551,OR,CUST-1051,MAT-CG-10044,138,836725.54,2026-10-26,PL-HYD,B,2025-11-03
SO-64344900,OR,CUST-1034,MAT-CG-10007,89,2468058.15,2027-02-21,PL-KOL,A,2025-11-24
SO-74867809,OR,CUST-1044,MAT-CG-10049,88,1336682.09,2027-01-25,PL-BLR,B,2025-10-26
SO-56080307,RO,CUST-1078,MAT-CG-10015,58,2141447.69,2026-12-03,PL-DEL,A,2025-12-08
SO-62508567,OR,CUST-1047,MAT-CG-10007,145,3988960.83,2027-02-12,PL-PUN,B,2026-04-11
SO-53537057,OR,CUST-1079,MAT-CG-10025,145,8195799.88,2027-01-02,PL-CHE,A,2026-05-01
SO-51153750,CS,CUST-1080,MAT-CG-10001,51,189694.9,2027-02-19,PL-NGP,B,2026-07-16
SO-90396559,OR,CUST-1022,MAT-CG-10008,125,4818526.23,2027-01-11,PL-KOL,B,2026-04-25
SO-21544089,OR,CUST-1027,MAT-CG-10018,11,851271.03,2026-09-22,PL-KOL,A,2026-01-03
SO-53992027,OR,CUST-1014,MAT-CG-10007,85,2404816.61,2026-10-14,PL-KOL,B,2026-05-06
SO-80400524,OR,CUST-1031,MAT-CG-10027,123,17727865.01,2026-12-23,PL-KOL,A,2026-08-15
SO-30090581,CS,CUST-1083,MAT-CG-10040,70,3546487.41,2026-11-11,PL-DEL,A,2026-02-23
SO-61396315,RO,CUST-1068,MAT-CG-10012,118,12306203.58,2026-10-01,PL-JAI,B,2025-12-24
SO-91211357,CS,CUST-1017,MAT-CG-10036,17,1053738.25,2026-09-01,PL-CHE,A,2026-06-18
SO-80703629,RO,CUST-1099,MAT-CG-10016,133,6330084.18,2026-10-11,PL-BLR,A,2025-11-11
SO-65845729,OR,CUST-1042,MAT-CG-10050,111,2616912.4,2027-01-27,PL-NGP,B,2026-01-05
SO-47518966,OR,CUST-1022,MAT-CG-10035,115,4697353.25,2026-11-25,PL-NGP,A,2025-09-15
SO-94848743,OR,CUST-1094,MAT-CG-10018,140,11130625.48,2026-12-02,PL-KOL,C,2025-10-13
SO-77381482,OR,CUST-1039,MAT-CG-10019,47,4580854.31,2026-09-30,PL-DEL,C,2026-01-16
SO-28270424,OR,CUST-1006,MAT-CG-10022,8,1541009.78,2026-11-17,PL-KOL,C,2026-04-28
SO-19764093,OR,CUST-1017,MAT-CG-10038,61,1279656.81,2026-09-29,PL-KOL,A,2026-07-19
SO-53483402,OR,CUST-1062,MAT-CG-10014,3,77383.75,2026-10-22,PL-AHM,B,2026-05-22
SO-48105685,OR,CUST-1037,MAT-CG-10044,27,164160.12,2027-01-12,PL-JAI,B,2026-02-07
SO-29337067,OR,CUST-1089,MAT-CG-10038,127,2790535.99,2026-10-26,PL-AHM,B,2025-10-01
SO-49281259,CS,CUST-1053,MAT-CG-10051,114,3346154.57,2026-09-01,PL-BLR,A,2025-12-03
SO-59504107,OR,CUST-1027,MAT-CG-10048,44,524547.62,2026-09-17,PL-NGP,A,2026-05-27
SO-24208449,CS,CUST-1018,MAT-CG-10046,141,1450845.37,2026-09-16,PL-BLR,A,2025-10-17
SO-94142699,OR,CUST-1080,MAT-CG-10010,3,179935.86,2026-12-05,PL-MUM,A,2025-11-30
SO-45217439,OR,CUST-1021,MAT-CG-10016,108,5034824.95,2027-01-19,PL-PUN,A,2026-08-11
SO-73305233,OR,CUST-1067,MAT-CG-10035,44,1946686.58,2027-02-17,PL-PUN,A,2026-05-23
SO-72312114,OR,CUST-1034,MAT-CG-10023,124,37174841.87,2026-12-01,PL-NGP,C,2026-04-09
SO-60856386,OR,CUST-1074,MAT-CG-10031,36,707438.25,2026-11-22,PL-BLR,B,2026-07-08
SO-61326574,CS,CUST-1071,MAT-CG-10033,118,1967628.63,2026-09-26,PL-AHM,A,2025-11-15
SO-26230918,CS,CUST-1061,MAT-CG-10012,114,10687071.79,2026-12-26,PL-HYD,A,2026-01-09
SO-85763872,CS,CUST-1075,MAT-CG-10051,57,1872837.64,2026-09-07,PL-KOL,A,2026-05-27
SO-86084622,RO,CUST-1028,MAT-CG-10010,149,9790848.42,2026-10-13,PL-DEL,C,2026-01-17
SO-95947330,OR,CUST-1031,MAT-CG-10021,21,3125249.85,2026-10-06,PL-HYD,A,2026-03-10
SO-42819076,RO,CUST-1070,MAT-CG-10042,95,272509.93,2027-01-20,PL-CHE,A,2026-01-22
SO-96517618,OR,CUST-1095,MAT-CG-10008,127,5401784.38,2027-01-04,PL-HYD,A,2026-02-03
SO-12625340,RO,CUST-1043,MAT-CG-10019,65,5758065.51,2026-11-03,PL-JAI,B,2025-10-15
